driver_id,employee_code,first_name,last_name,license_number,license_type,license_expiry,phone,hire_date,status
130,EMP0130,José,Buitrago,1225052083,A2,2027-04-05,3664880035,2024-02-02,active
131,EMP0131,Mario,Arteaga,4202607993,A2,2028-07-18,3581331845,2021-08-10,active
132,EMP0132,Diego,Rivera,5763350700,C2,2026-02-20,3760465943,2021-10-14,active
133,EMP0133,Carolina,Ceballos,6590459705,C1,2028-01-19,3165310776,2024-03-28,active
134,EMP0134,Adrián,Molina,8934086843,A2,2025-12-11,3836691577,2022-03-27,active
135,EMP0135,José,Camacho,9202102595,C1,2028-01-09,3186748119,2023-02-24,active
136,EMP0136,María,Marín,3612617557,C1,2026-08-25,3235497187,2022-08-23,active
137,EMP0137,Edinson,Hernández,8353640266,A2,2027-06-25,3741444618,2021-04-30,active
138,EMP0138,Lucía,Rodríguez,6561543484,A2,2026-03-02,3206492059,2025-09-22,active
139,EMP0139,Milena,Toro,6218484323,A2,2027-11-11,3345343109,2024-12-27,active
140,EMP0140,María,Giraldo,7242730249,A2,2027-10-07,3883415470,2021-07-04,active
141,EMP0141,Mauricio,Parra,6637352245,C3,2026-11-15,3814154134,2023-09-02,active
142,EMP0142,Guillermo,Álvarez,9259157845,C1,2026-07-01,3197951867,2024-11-07,active
143,EMP0143,Paola,Castellanos,5695387521,C1,2027-08-18,3899496315,2021-09-28,active
144,EMP0144,Humberto,Díaz,4486522557,C1,2028-08-28,3729712082,2023-02-04,active
145,EMP0145,Alejandro,Ojeda,7707379050,C1,2027-07-23,3541102414,2021-11-07,active
146,EMP0146,Lizeth,Buitrago,6636925105,C1,2028-03-03,3720535283,2025-07-06,active
147,EMP0147,Wilson,Valencia,1913706213,A2,2027-04-06,3340781088,2022-11-10,active
148,EMP0148,Ruby,Martínez,7684109313,C1,2026-06-14,3918841563,2022-08-05,active
149,EMP0149,Fernando,Montes,3465740756,A2,2026-10-24,3702332331,2023-02-26,inactive
150,EMP0150,Milena,Pérez,9702693937,C3,2026-01-31,3131088245,2023-12-28,active
151,EMP0151,Blanca,Arrieta,8569491238,C3,2028-02-11,3476908532,2022-02-15,active
152,EMP0152,Gabriel,Camargo,8118240999,C1,2027-09-01,3252336745,2024-10-31,active
153,EMP0153,Julio,Carrillo,9984030846,C2,2026-08-18,3503935666,2022-05-09,active
154,EMP0154,Ana,Valencia,7243361127,C2,2027-03-14,3497341481,2023-08-05,active
155,EMP0155,Lilia,Álvarez,8394198376,C1,2026-07-12,3156488296,2023-04-13,active
156,EMP0156,Silvia,Valencia,3653594796,C1,2027-09-03,3392168202,2021-09-04,active
157,EMP0157,Arbey,Gutiérrez,8137972345,A2,2026-06-30,3751842899,2022-07-27,active
158,EMP0158,Leonardo,Barrios,7073872915,C2,2027-06-06,3910614025,2024-05-16,active
159,EMP0159,Jesús,Ortiz,5783809766,A2,2028-03-19,3219066986,2021-05-25,active
160,EMP0160,Wilfredo,Peña,7842459488,C3,2028-03-09,3148766522,2024-12-06,active
161,EMP0161,María,Silva,3574081104,C1,2026-07-26,3319497661,2023-04-04,active
162,EMP0162,Fabio,Salazar,5060136033,C2,2026-01-05,3920511515,2023-02-11,active
163,EMP0163,Elena,Suárez,6538133249,C1,2026-10-13,3108299923,2021-12-10,active
164,EMP0164,José,Giraldo,8503368512,C2,2026-12-26,3238712095,2024-04-08,active
165,EMP0165,Mirian,Medina,2521136431,A2,2028-11-03,3896760809,2025-10-25,active
166,EMP0166,Jennifer,García,2873548915,A2,2028-09-15,3183604337,2021-05-20,active
167,EMP0167,Julieth,Galvis,7767834064,A2,2026-11-03,3861818706,2025-06-07,active
168,EMP0168,Luisa,Galvis,2243458354,A2,2026-06-30,3122394554,2021-09-21,active
169,EMP0169,Hernán,Camargo,2554145481,A2,2028-09-13,3213669678,2022-02-01,active
170,EMP0170,Tatiana,Valencia,5632753983,C3,2026-12-30,3900801837,2024-02-28,active
171,EMP0171,Isaac,Marín,6246612046,C2,2026-11-11,3182011731,2024-07-18,active
172,EMP0172,Liliana,Angulo,3719679239,C2,2027-03-12,3933468715,2024-05-16,active
173,EMP0173,María,Rodríguez,1634323009,C1,2027-12-04,3257243284,2025-04-10,active
174,EMP0174,Samuel,Rivas,1847275937,C2,2027-05-29,3916274954,2023-11-02,active
175,EMP0175,Amparo,Ramírez,7417183769,A2,2026-08-16,3831361497,2025-10-16,active
176,EMP0176,Santiago,Espinosa,2357806226,A2,2026-12-11,3173321814,2025-06-16,active
177,EMP0177,Alfonso,Toro,5536224717,C1,2027-10-12,3433297890,2023-07-30,active
178,EMP0178,Sonia,Martínez,2940955281,C1,2028-02-18,3495928981,2025-10-08,active
179,EMP0179,Nancy,Fernández,9919491730,C1,2026-06-06,3760360225,2022-10-20,inactive
180,EMP0180,Patricia,Correa,7472806994,A2,2028-01-28,3723123952,2024-12-18,active
181,EMP0181,Beatriz,Arias,5471158508,C2,2027-11-11,3445236735,2021-11-08,inactive
182,EMP0182,Brayan,Galindo,5560712830,C1,2026-05-06,3970768982,2022-07-01,active
183,EMP0183,Andrés,Quiroz,9952125442,C2,2026-12-27,3142028540,2025-01-21,active
184,EMP0184,Andrea,Lara,8334179373,A2,2026-09-20,3662714327,2025-10-18,active
185,EMP0185,Claudia,Sierra,3619094295,C3,2028-08-28,3500346767,2025-07-09,active
186,EMP0186,Alba,Sanabria,6958908766,C3,2026-06-15,3828960875,2020-12-13,inactive
187,EMP0187,Andrea,Guzmán,2437308013,C3,2027-12-29,3201474984,2024-04-18,active
188,EMP0188,Alfredo,Orozco,8208584394,C3,2027-08-24,3370578414,2022-09-03,inactive
189,EMP0189,Magda,Rodríguez,4750707607,C3,2027-09-07,3187512088,2024-01-28,active
190,EMP0190,Andrea,Anaya,3850192297,C3,2027-08-06,3433108786,2021-01-01,active
191,EMP0191,Ana,Vargas,5658832688,A2,2026-09-18,3790945624,2023-10-28,active
192,EMP0192,Samuel,Rodríguez,4492602049,C1,2026-10-17,3793663866,2025-07-20,active
193,EMP0193,Oswaldo,Montoya,7478908722,C1,2026-11-13,3489336282,2025-07-06,active
194,EMP0194,Enrique,Restrepo,6214917780,A2,2028-04-17,3306164050,2022-07-30,active
195,EMP0195,Elisa,Ardila,5294866888,C2,2026-05-04,3182855381,2025-09-22,active
196,EMP0196,María,Zapata,9752058817,C3,2027-03-05,3922816526,2024-09-22,inactive
197,EMP0197,Isabel,Cárdenas,2617999521,C2,2027-08-07,3294181873,2022-03-18,inactive
198,EMP0198,Lucía,Restrepo,2879792991,A2,2028-08-15,3491163514,2023-09-12,active
199,EMP0199,Julián,Hernández,9459318641,C3,2028-06-25,3907873857,2025-04-02,active
200,EMP0200,Matilde,Vargas,6322188162,A2,2026-11-20,3996696177,2021-04-13,active
201,EMP0201,Carlos,Arrieta,9523104008,A2,2026-06-16,3926178355,2021-04-06,active
202,EMP0202,Iván,Durán,8636984580,A2,2027-06-19,3274008639,2021-04-22,active
203,EMP0203,María,Gómez,2073755632,A2,2028-02-16,3498585961,2021-07-31,active
204,EMP0204,Luis,Mosquera,5012760260,C1,2026-12-08,3406084084,2021-05-28,active
205,EMP0205,Maritza,Romero,4277561834,C3,2028-06-09,3582452834,2023-06-28,active
206,EMP0206,Rocío,Suárez,2878930355,C2,2027-04-19,3976928440,2021-04-04,active
207,EMP0207,Andrés,Mosquera,9094423237,C1,2027-02-28,3545492166,2022-01-22,active
208,EMP0208,Miguel,González,2606152369,A2,2028-08-25,3187623171,2022-05-19,active
209,EMP0209,Ana,Cifuentes,1964386641,C3,2026-02-01,3206389694,2024-03-07,active
210,EMP0210,Maribel,Palacios,4398953973,C2,2027-09-18,3141127742,2024-05-18,active
211,EMP0211,Julieth,Zapata,4569592370,A2,2028-03-12,3581682167,2024-08-06,inactive
212,EMP0212,Yolima,González,1340272119,C3,2026-03-05,3331557515,2024-07-23,active
213,EMP0213,Martha,Barbosa,7561728644,C1,2026-03-31,3933409017,2025-02-21,active
214,EMP0214,Jessica,Pineda,6315624319,C1,2028-09-22,3151270577,2023-05-23,active
215,EMP0215,José,Ramos,2963288053,C1,2027-04-28,3998386592,2023-05-23,active
216,EMP0216,Arturo,Ramírez,9660523876,C2,2027-06-12,3871531100,2021-05-03,active
217,EMP0217,Sergio,Saavedra,6545970956,C1,2026-10-23,3760146764,2025-11-03,active
218,EMP0218,Amanda,Betancur,2789144223,C1,2027-05-01,3662087258,2022-03-18,active
219,EMP0219,Óscar,Rodríguez,3380064537,A2,2026-03-24,3604803700,2022-10-22,active
220,EMP0220,Adriana,Ojeda,8025152555,C3,2027-02-18,3372354893,2022-11-03,active
221,EMP0221,Segundo,Ortiz,5585133383,C2,2026-11-12,3886989426,2024-09-16,active
222,EMP0222,Jimmy,Carrillo,2428156550,C1,2027-09-26,3478278218,2020-12-18,active
223,EMP0223,Socorro,Mantilla,3760786161,A2,2025-12-31,3846668526,2022-10-12,active
224,EMP0224,Diana,Mendoza,3713284816,C2,2027-04-27,3167753684,2024-11-15,active
225,EMP0225,Edilson,Quintero,5453811475,C2,2026-09-02,3147036629,2021-08-25,active
226,EMP0226,Yeny,Forero,4804440746,C3,2026-10-13,3432941445,2023-04-19,active
227,EMP0227,Andrea,Osorio,7328203808,C1,2028-02-08,3908839964,2025-02-26,active
228,EMP0228,Angélica,Flórez,6523804237,C1,2026-12-11,3804086195,2023-08-25,active
229,EMP0229,María,Ramos,2173456409,C3,2028-05-16,3569172971,2021-11-30,active
230,EMP0230,Maribel,Calderón,8487449580,A2,2026-06-09,3464037804,2024-01-27,active
231,EMP0231,Henry,Herrera,7431813987,C3,2027-11-14,3960226208,2025-04-30,active
232,EMP0232,Jean,Vera,8417757797,C1,2027-04-16,3562360908,2022-01-23,inactive
233,EMP0233,Joan,Rodríguez,6556684476,C1,2026-12-29,3185973340,2025-02-04,active
234,EMP0234,Diego,García,8133593748,C3,2028-03-24,3578798403,2021-11-02,inactive
235,EMP0235,María,Pinto,8377306021,C2,2026-02-16,3840629322,2025-05-15,active
236,EMP0236,Javier,Castro,6804850108,C1,2027-05-11,3880411013,2021-02-25,active
237,EMP0237,Germán,Pérez,7163022531,C1,2027-07-29,3180574838,2025-10-19,active
238,EMP0238,Jesús,Sánchez,3918046336,C1,2026-12-02,3253308283,2023-03-11,inactive
239,EMP0239,Carmen,Barrera,2881937953,C2,2026-06-08,3172191273,2024-12-24,active
240,EMP0240,Inés,Pérez,6868336102,A2,2026-08-06,3709074302,2021-08-07,active
241,EMP0241,María,Ospino,3598862507,A2,2028-09-02,3498320110,2021-07-04,active
242,EMP0242,Lorena,Guerrero,9920154998,C2,2027-01-01,3668503222,2023-04-09,active
243,EMP0243,Albeiro,Bustamante,7004510516,C3,2026-02-16,3368018471,2021-01-30,active
244,EMP0244,Diana,González,9701231535,C2,2027-12-10,3635844374,2021-11-05,active
245,EMP0245,Blanca,Yepes,3412365931,C3,2027-02-21,3932111777,2021-05-29,active
246,EMP0246,Hernando,Díaz,8318786687,C2,2026-05-12,3756998124,2025-09-02,active
247,EMP0247,Salvador,Correa,9584045520,C2,2026-02-25,3231680929,2023-07-08,active
248,EMP0248,Carlos,Hurtado,4662861038,A2,2028-11-01,3285388355,2025-07-14,active
249,EMP0249,Alexander,Rojas,5283209430,C3,2028-07-15,3817087513,2022-03-15,active
250,EMP0250,Fredy,García,4047453184,C3,2027-12-24,3422076028,2021-05-20,active
251,EMP0251,Pablo,Giraldo,3738900744,C3,2028-04-09,3646272321,2021-08-20,active
252,EMP0252,Damaris,Muñoz,1596471620,A2,2028-01-08,3128222260,2022-09-16,active
253,EMP0253,Eduardo,Salamanca,6879428703,C2,2027-08-07,3757074545,2021-06-23,active
254,EMP0254,Omar,Rojas,5577353273,A2,2027-02-09,3869801588,2023-10-09,active
255,EMP0255,David,Miranda,7552812957,A2,2026-10-19,3984053945,2021-05-03,active
256,EMP0256,Sofía,Álvarez,1316756902,C3,2028-07-20,3789705810,2021-09-24,active
257,EMP0257,Alba,Ardila,7227593033,C3,2027-10-17,3237798236,2025-02-27,active
258,EMP0258,Tania,Álvarez,5150074940,A2,2027-06-05,3639945876,2021-02-07,active
259,EMP0259,Andrés,Pérez,4570796341,C2,2027-11-06,3426551245,2023-09-05,active
260,EMP0260,Pilar,Ortiz,5990610098,C2,2026-05-25,3471539452,2025-01-30,active
261,EMP0261,Luz,Castillo,9138644862,C1,2028-08-07,3369085407,2024-11-09,active
262,EMP0262,John,Londoño,7660813178,C2,2027-02-24,3771112648,2022-11-18,active
263,EMP0263,Amparo,Posada,9991206531,C2,2026-01-08,3735449477,2022-12-06,active
264,EMP0264,Martha,Restrepo,1662259333,C3,2026-09-29,3705180256,2022-05-17,active
265,EMP0265,Janeth,Murillo,1121863227,C1,2026-01-13,3788755699,2024-10-20,active
266,EMP0266,Angie,Buitrago,7752277876,C1,2028-05-13,3634764290,2021-06-26,active
267,EMP0267,Edisson,Murillo,9403748506,A2,2026-09-28,3362935648,2024-11-08,active
268,EMP0268,Alejandra,Valencia,6572436051,C1,2027-12-19,3839393192,2025-04-24,active
269,EMP0269,John,Caicedo,5973917657,A2,2026-10-22,3619960692,2021-06-07,active
270,EMP0270,Claudia,Cárdenas,6171239466,C2,2026-01-19,3435632899,2021-07-26,active
271,EMP0271,Laura,Bautista,8991977937,A2,2028-10-26,3240409084,2021-11-27,active
272,EMP0272,Marina,Aguirre,5751023835,C2,2028-10-19,3600871106,2024-11-20,active
273,EMP0273,Elena,Gaviria,6443749394,C2,2027-07-20,3251266214,2023-09-08,active
274,EMP0274,Dahiana,Londoño,5512315375,A2,2028-08-24,3760756497,2023-02-05,active
275,EMP0275,James,Rincón,2343100352,C2,2026-03-03,3635008544,2023-04-06,active
276,EMP0276,Manuel,Luna,7299922974,C3,2027-03-12,3634047267,2023-04-22,active
277,EMP0277,Leidy,Zambrano,2033921654,C3,2028-10-27,3152246275,2021-01-31,active
278,EMP0278,Catalina,Niño,6503383556,A2,2027-08-02,3406819991,2023-05-17,active
279,EMP0279,Kevin,Hernández,5756663747,C2,2026-06-04,3383975609,2023-03-23,active
280,EMP0280,David,Perdomo,8575707116,C3,2026-12-30,3148578655,2021-11-13,active
281,EMP0281,Manuel,Arias,9809655189,C2,2028-04-17,3489256938,2023-09-04,active
282,EMP0282,Andrés,Espinosa,2239534867,A2,2028-08-13,3641440255,2023-09-09,active
283,EMP0283,Milena,Hernández,1510289448,C1,2028-04-10,3522950895,2025-03-16,active
284,EMP0284,John,Trujillo,9327720702,C2,2026-01-22,3313736772,2025-09-11,inactive
285,EMP0285,Edilberto,Mesa,7481631841,C1,2028-02-02,3148644109,2022-02-14,active
286,EMP0286,Myriam,Bautista,2962750929,C2,2028-09-06,3452150647,2025-03-19,inactive
287,EMP0287,José,Angulo,2368076065,A2,2027-06-09,3761962359,2024-11-28,active
288,EMP0288,Esteban,García,7844995269,A2,2026-06-08,3861003571,2021-09-26,active
289,EMP0289,Eugenio,Rivera,6582557981,C1,2027-12-15,3495521185,2023-11-21,active
290,EMP0290,Edwin,Hernández,3893976444,A2,2027-03-30,3726745401,2025-07-25,active
291,EMP0291,Manuel,Beltrán,9704383251,A2,2028-02-24,3385111130,2022-05-13,active
292,EMP0292,Jesús,Gómez,3480920839,C1,2026-12-26,3726553348,2022-10-09,active
293,EMP0293,Diego,Franco,8907752604,C2,2026-09-04,3982252092,2024-08-05,active
294,EMP0294,Edgar,Rincón,9725528903,C1,2026-07-13,3304853117,2022-03-04,active
295,EMP0295,Diana,Álvarez,7189213526,A2,2028-09-07,3262598077,2024-06-28,active
296,EMP0296,Guillermo,González,3965676060,A2,2027-12-24,3638824588,2024-02-12,inactive
297,EMP0297,Marina,Sierra,9248574674,C1,2025-12-26,3857820386,2022-04-18,active
